Plate_number_384,Well_number_384,Well_ID_384,Target_ID,Target_flag,Gene_symbol,Entrez_ID,TSS_ID,Is_main_TSS,Is_NT_ctrl,Is_pos_ctrl,Passes_cutoffs,Mean_logFC,p_value_log2_used,Hit_strength_log2_used,CellTiterGlo_raw,CellTiterGlo_foldNT,Raw_rep1,Raw_rep2,DeltaNT_rep1,DeltaNT_rep2,FoldNT_rep1,FoldNT_rep2,PercActivation_rep1,PercActivation_rep2,Raw_log2_rep1,Raw_log2_rep2,Log2FC_rep1,Log2FC_rep2,PercActivation_log2_rep1,PercActivation_log2_rep2,Raw_Glo_rep1,Raw_Glo_rep2,DeltaNT_Glo_rep1,DeltaNT_Glo_rep2,FoldNT_Glo_rep1,FoldNT_Glo_rep2,PercActivation_Glo_rep1,PercActivation_Glo_rep2,Raw_log2_Glo_rep1,Raw_log2_Glo_rep2,Log2FC_Glo_rep1,Log2FC_Glo_rep2,PercActivation_log2_Glo_rep1,PercActivation_log2_Glo_rep2,SSMD_deltaNT,SSMD_act,SSMD_log2,SSMD_act_log2,SSMD_deltaNT_Glo,SSMD_act_Glo,SSMD_log2_Glo,SSMD_act_log2_Glo,p_value_deltaNT,p_value_act,p_value_log2,p_value_act_log2,p_value_deltaNT_Glo,p_value_act_Glo,p_value_log2_Glo,p_value_act_log2_Glo,Hit_strength_deltaNT,Hit_strength_act,Hit_strength_log2,Hit_strength_act_log2,Hit_strength_deltaNT_Glo,Hit_strength_act_Glo,Hit_strength_log2_Glo,Hit_strength_act_log2_Glo
II,267,PlateII_L3,ZBTB1,,ZBTB1,22890,,Single,FALSE,FALSE,TRUE,0.450624298571373,0.0358882640357847,0.651173537978597,288044,1.02961109522448,841.417,863.105,224.0435,233.2105,1.36289782441261,1.37023739689742,0.13862259406563,0.137990255320773,9.71667715640524,9.75339226918438,0.446799437055518,0.454449160087229,0.240849164690626,0.24160959199842,817.218271930677,838.282536001444,196.490270215572,189.154935253451,1.3165481010566,1.29139869424053,0.117291164473221,0.111312353690467,9.67457765097885,9.71129276375799,0.396783417344803,0.368942164170527,0.21026437235028,0.198882055658122,18.31497200427,20.9321404512104,17.7201452433401,18.0447258322703,19.4138632205486,18.574228652263,15.5984282727067,16.4777647063513,0.0347250477038865,0.0303903997251241,0.0358882640357847,0.0352440519569568,0.0327630634539557,0.0342413008756299,0.0407572957761279,0.038587754246785,0.657621791621297,0.683715839912101,0.651173537978597,0.654718427474412,0.568404032404047,0.56106617878624,0.532100654031853,0.541195887784364
V,305,PlateV_M17,ZNF710,,ZNF710,374655,,Single,FALSE,FALSE,TRUE,-0.498439691600686,0.0496059219324695,-0.650197867271429,182272,0.892781222754479,401.583,401.095,-152.2005,-179.387,0.725162450668899,0.690968884478761,-0.105207040138912,-0.111030613928048,8.6495543875126,8.64780017158368,-0.463622619710961,-0.533256763490412,-0.250211361697982,-0.277782469124161,449.811207678634,449.264601200404,-98.4113129731712,-129.17418613819,0.820490203765862,0.776684778120564,-0.0704553804779701,-0.0818914942070457,8.81317579811354,8.81142158218462,-0.285427860982326,-0.364591143558116,-0.156231296795336,-0.192093400970781,-10.8000020999521,-20.5941666882684,-12.8075596906593,-16.1255036710316,-6.47009053616113,-8.55284943300875,-7.16570479387074,-8.00958391729725,0.0587786686955975,0.0308883647809718,0.0496059219324695,0.0394285712894879,0.0976218218458088,0.0740972247474064,0.0882724941305824,0.0790730925853416,-0.613469730572067,-0.752746155567691,-0.650197867271429,-0.6999035119128,-0.328406856393831,-0.3673251082552,-0.342616762796737,-0.358151135737615
V,234,PlateV_J18,ZBTB34,,ZBTB34,403341,,Single,FALSE,FALSE,TRUE,-0.413363967249193,0.0267915730367252,-0.649808895005694,194324,0.95181277612876,415.591,436.091,-138.1925,-144.391,0.750457534397468,0.751256714247815,-0.0955241533003935,-0.0893700289078073,8.69902060148567,8.76848540631359,-0.414156405737891,-0.412571528760495,-0.223515061237143,-0.214915488739939,436.631037555835,458.168886714971,-111.591483095971,-120.269900623623,0.796448560771829,0.792078430326246,-0.0798914287605429,-0.0762465177033504,8.77027087653117,8.8397356813591,-0.328332782564694,-0.336277044383637,-0.179715659935803,-0.177175453286233,-18.166596652954,-17.3011415495004,-23.7479111059604,-22.3191018927791,-12.1155857029454,-11.0466231326612,-14.7689473341153,-14.4310580729516,0.035008094795591,0.0367555082094399,0.0267915730367252,0.0285044753087219,0.0524266837516851,0.0574736066104266,0.0430395981699645,0.0440441527038463,-0.601788294279,-0.593044011227388,-0.649808895005694,-0.638683270895974,-0.425499033147122,-0.412234729039907,-0.453972306941715,-0.450642594523556
VIII,185,PlateVIII_H17,ZNF852,,ZNF852,285346,,Single,FALSE,FALSE,TRUE,0.478917582240525,0.0457159510773631,0.641717109088825,287008,1.13097686881822,857.835,947.954,233.481,277.4165,1.37395612104671,1.41372257330873,0.134668437782445,0.157702938079981,9.74455636946506,9.88867324301004,0.458336088456491,0.499499076024559,0.23906728674211,0.268933662027102,758.490313684636,838.172756787267,131.068598269279,159.502009590981,1.20890032182343,1.23502119437137,0.075148797876906,0.0903293757183913,9.56698694639948,9.71110381994447,0.273701346542929,0.304554722933915,0.14267817752917,0.1647469250743,10.1302674633437,10.8231324732157,13.9016051661743,12.1984448383129,7.21837756355013,7.42567438431751,7.9803398990447,7.57128256254277,0.0626403933179041,0.0586537618241122,0.0457159510773631,0.0520721619680364,0.0876365023543551,0.0852195531398753,0.0793598693536735,0.0835995985551366,0.57620754544444,0.589884763351042,0.641717109088825,0.614640138612615,0.305699397588563,0.309211084128767,0.318156216434752,0.311620983826745
VI,37,PlateVI_B13,KLF11,,KLF11,8462,,Single,FALSE,FALSE,TRUE,-0.404918930313232,0.0280937950682163,-0.628187013236771,211536,0.984217970669247,441.242,434.712,-140.6005,-143.2005,0.758352990714841,0.752210758549088,-0.090331627039642,-0.0887218613434561,8.78542631141077,8.76391611079109,-0.39905269768291,-0.410785162943554,-0.212518126054806,-0.213584471875064,448.317357688526,441.682648513728,-131.135113821936,-128.980936391548,0.773691337479145,0.773980783419084,-0.081900842264877,-0.0786616617893024,8.80837654766516,8.78686634704548,-0.370131305613185,-0.369609070740793,-0.193583584900472,-0.189197049995327,-20.6492726521923,-20.8040112086741,-22.6457999319418,-24.0417829818021,-28.6802445360335,-24.9933796387199,-33.4044481716981,-31.0853631618078,0.0308060629147636,0.0305772834572215,0.0280937950682163,0.026464468908465,0.0221881642379896,0.0254579571488651,0.0190522441104773,0.0204726674065363,-0.611979814005326,-0.613290657562904,-0.628187013236771,-0.63869353670322,-0.611720399400984,-0.589638343126707,-0.636196645850951,-0.624646230982445
V,34,PlateV_B10,HMG20B_2,,HMG20B,10362,P2,Other,FALSE,FALSE,TRUE,-0.434367328515369,0.0414800394467772,-0.600365511335093,166880,0.817390111773983,403.501,436.268,-150.2825,-144.214,0.728625898026936,0.751561633263391,-0.103881242240833,-0.0892604757146257,8.65642843872574,8.76907084654117,-0.456748568497813,-0.411986088532924,-0.246501521752089,-0.214610523021596,493.645560654362,533.732906375839,-54.5769599974429,-44.705880962755,0.900447431578415,0.922712857537705,-0.039073154963384,-0.0283418189139258,8.94733174288596,9.05997415070138,-0.151271916209907,-0.116038575041358,-0.0827999325533703,-0.0611376466964142,-18.9951537544314,-11.3396843261973,-15.3258922851625,-12.6488368097948,-5.03795244014671,-3.88148855958506,-4.72297645984206,-4.39125461742383,0.0334839415769842,0.0559960166890461,0.0414800394467772,0.0502258338238084,0.124743370510306,0.160523530139484,0.132830330802726,0.142543592760639,-0.640762795824791,-0.54375964129473,-0.600365511335093,-0.564274801048482,-0.120822006511428,-0.106183919935373,-0.117175920827838,-0.113079327856751
VIII,93,PlateVIII_D21,BNC2,,BNC2,54796,,Single,FALSE,FALSE,TRUE,-0.430418154148047,0.0415991300617168,-0.594371208762249,184456,0.726862907357056,461.543,499.464,-162.811,-171.0735,0.739232871095564,0.744871092220793,-0.0939070118073744,-0.0972501404120725,8.85032125367364,8.96423688602432,-0.435899027334928,-0.424937280961165,-0.227364155655787,-0.228789090082534,634.979437426812,687.150210781975,7.55772201145464,8.47946358568913,1.01204568127906,1.01249422289191,0.00433325549634547,0.00480210032517007,9.31056606354505,9.42448169589573,0.0172804636885022,0.0179325988851815,0.00900815833417097,0.00970052441303145,-12.7906739084279,-13.1810291404975,-15.2818924866946,-15.6985255453104,0.562518552708765,0.559732076105012,0.537059265799834,0.54879924679598,0.0496711445852286,0.0482058388528265,0.0415991300617168,0.0404981210216887,0.673793766314127,0.675142901492675,0.686239621708339,0.680467256318049,-0.56122043735181,-0.566817820155866,-0.594371208762249,-0.599385311123891,0.00301904493768813,0.0030037498433136,0.00287909412851943,0.00294368469987167
VI,269,PlateVI_L5,HOXA6,,HOXA6,3203,,Single,FALSE,FALSE,TRUE,0.356107217785516,0.0301866182112632,0.541349042455729,213876,0.995105337601429,744.479,739.962,162.6365,162.0495,1.2795198013208,1.28040490558692,0.10448909969049,0.100400021436911,9.54008734412521,9.53130737427414,0.355608335031533,0.3566061005395,0.189381546370154,0.185414500137681,748.140897117956,743.60167917859,168.688425607494,172.938094273314,1.29111693176107,1.30304736248769,0.105354879672806,0.105469833471494,9.54716618773672,9.53838621788565,0.368658334458376,0.381910800099378,0.192813201438498,0.195494111103217,24.0357426675403,21.8159601713035,21.0736617287433,20.671974940686,34.92620859474,37.9933503749453,29.0893219579536,32.8676963129143,0.0264711119127838,0.0291609654869632,0.0301866182112632,0.0307722839132128,0.0182225875883751,0.0167522163284641,0.0218763837694031,0.0193631899137537,0.561662209326489,0.546695124536352,0.541349042455729,0.538377232036635,0.652766206074256,0.666478268696037,0.622981563605784,0.64287113093481
VII,332,PlateVII_N20,SCRT2,,SCRT2,85508,,Single,FALSE,FALSE,TRUE,0.402475809569026,0.0475834357085887,0.532292048962616,252104,1.03473978000328,797.707,840.995,191.008,208.0745,1.31483157216346,1.32875297924463,0.118081947293765,0.122186316743867,9.63971512761496,9.71595341297019,0.394878668220016,0.410072950918035,0.2106816134984,0.217678073166373,770.925227207819,812.759899882588,172.075970211238,180.993856713343,1.28734438291575,1.2864887384662,0.103558389124973,0.105184205948,9.59044712829672,9.66668541365194,0.364558615980917,0.363439942679364,0.190222064264888,0.191643690821471,13.1445652277305,15.0161770526669,13.3540968090662,13.4829388249012,14.3333735781325,15.2908558673788,13.3388453860303,13.3539027206636,0.0483390524095828,0.0423330889787132,0.0475834357085887,0.0471303992999,0.0443433547675292,0.041574814268547,0.0476376390985104,0.0475841247232002,0.529538174200858,0.552728095132462,0.532292048962616,0.533964206095896,0.492553433961783,0.50274476897987,0.481225163558252,0.481402847882455
VIII,35,PlateVIII_B11,ZFP37,,ZFP37,7539,,Single,FALSE,FALSE,TRUE,0.38774954175812,0.0466436971527649,0.516174917065917,246452,0.971162864010718,820.755,873.15,196.401,202.6125,1.31456673617851,1.30216430848387,0.113281234228524,0.115179113505254,9.68080782342858,9.77008570808171,0.394587542420014,0.380911541096227,0.205816158763036,0.205085335634051,845.126013787675,899.076799944817,217.704298372317,220.406052748531,1.34698240915713,1.32476138637044,0.124821784404095,0.124820628908586,9.72302266242652,9.81230054707965,0.429737062569973,0.405751450069102,0.224018265451266,0.21948864591349,15.6299387191638,16.0448000276552,13.6241388165722,14.1537329179866,15.306498826149,15.3021468768578,11.9675364773466,12.8990720753188,0.040675351453904,0.0396263822398103,0.0466436971527649,0.0449043119983955,0.0415324460941048,0.0415442244716088,0.053072266561452,0.0492554007999716,0.539231145683118,0.54363089695096,0.516174917065917,0.52257469230182,0.577160682130871,0.57710923855089,0.532679221327903,0.546219890963983
V,278,PlateV_L14,ZNF397,,ZNF397,84307,,Single,FALSE,FALSE,TRUE,-0.368255475184071,0.0396739610279123,-0.516108000094676,200564,0.982376740039772,433.517,445.036,-120.2665,-135.446,0.782827585148348,0.766666322125406,-0.0831329890037576,-0.0838335695122747,8.75994475838864,8.79777823354087,-0.353232248834919,-0.383278701533223,-0.190635051481583,-0.199656359495036,441.294039578389,453.019683652101,-106.928481073416,-125.419103686493,0.804954234739783,0.783176532363004,-0.0765530566593783,-0.0795109155323624,8.78559645118613,8.82342992633835,-0.313007207909738,-0.352582799404384,-0.171327080088562,-0.185766523016462,-12.2751949643191,-19.0491797101404,-16.0255085657291,-19.6798940795773,-9.23622711315654,-11.1689235211665,-11.2055365620238,-12.5187727212895,0.0517480197480207,0.0333891510562338,0.0396739610279123,0.0323209414569025,0.0686589423908526,0.0568476256174778,0.056662862347442,0.0507454600326556,-0.473615673676786,-0.543690403475065,-0.516108000094676,-0.548890676897635,-0.387141389747285,-0.414425514687421,-0.414896027156699,-0.430837345572034
III,53,PlateIII_C5,FOXB2,,FOXB2,442425,,Single,FALSE,FALSE,TRUE,0.333858399168817,0.0285203483618332,0.515759536787779,379604,1.17013655559323,718.03,778.164,144.0025,165.2705,1.25086341682236,1.26965614743834,0.0951972499049697,0.10261523068178,9.48790031230084,9.60393042860152,0.323048654540798,0.344668143796836,0.173482192500507,0.18537194018157,613.629235466433,665.019818653123,47.885606595176,61.7024157112136,1.08464188397617,1.10227189769488,0.0298128637532222,0.035627971805793,9.26122340934581,9.37725352564648,0.118083363160258,0.140920539834919,0.0608223622731202,0.0721667150352183,12.979154645312,21.4850485050148,22.3066635329217,21.9715178484084,6.07482001687685,8.56084523474624,8.39297307176173,8.66850785589419,0.0489526907249531,0.029609458710861,0.0285203483618332,0.0289547923573196,0.103864998542005,0.0740286406527839,0.075495616148983,0.0731173212726514,0.437429097511239,0.510325776923465,0.515759536787779,0.513567546422299,0.127369155452539,0.146414935534176,0.145311325191314,0.147111591612103
VI,31,PlateVI_B7,ZBTB7A_1,,ZBTB7A,51341,P2,Other,FALSE,FALSE,TRUE,0.35534254755079,0.0393637568561516,0.499221974335638,216788,1.00865406089481,751.65,732.126,169.8075,154.2135,1.29184444243932,1.26684575952242,0.10909625327459,0.0955451186573307,9.55391722826337,9.51594814966653,0.369438219169691,0.341246875931889,0.196746741688121,0.177428593702502,745.200985294389,725.844497518313,165.748513783927,155.180912613037,1.28604332871662,1.2719306378009,0.103518748620511,0.0946402530918665,9.54148577156687,9.50351669297004,0.362977918288527,0.347041275183761,0.189842268396063,0.177644951623579,15.7116552238676,12.8122043397677,16.1521230993749,14.2842761535413,23.326297577241,18.9276686480186,26.0287580484828,21.9160606667123,0.0404643692792629,0.0495880115778784,0.0393637568561516,0.0444952751871327,0.0272752329162436,0.0336031046945243,0.0244462999920244,0.0290279592127638,0.49496630854037,0.463588169172341,0.499221974335638,0.480311583304637,0.555317205404168,0.523149453154985,0.572199804297537,0.545714892959805
IV,223,PlateIV_J7,CLOCK,,CLOCK,9575,,Single,FALSE,FALSE,TRUE,0.365313360020519,0.0479830790267226,0.481816133093772,215768,1.07576331691363,701.424,748.962,152.1245,172.586,1.27694272432434,1.29943300900801,0.103522639463402,0.110187029883474,9.45414298462067,9.54874871246103,0.352744196564625,0.377882523476412,0.187845026932101,0.199481283198032,652.024463905676,696.214481591339,96.3968458425525,122.379685167976,1.17349181845673,1.21326640686614,0.0653427272430953,0.080031658643444,9.34878228504899,9.44338801288935,0.230810615604453,0.278896369642183,0.123434005328531,0.148847622533014,11.1750451011642,14.8580267601535,13.2424556168383,13.658052719248,6.49438835315849,6.92612666098989,6.99925711228067,7.02127700722123,0.0568166501863175,0.0427823382083792,0.0479830790267226,0.0465282900949615,0.0972622512333443,0.0912848838967404,0.0903439303257997,0.0900643679248366,0.455006694465118,0.500017358406725,0.481816133093772,0.486700745402342,0.257925925405665,0.264945979546129,0.26609279154757,0.266435817908506
